,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
17,79.54,82.47,0.54,17,0.32783479180311614,1.0,0.4261750329272749,0.9822517754307616,1.0,0.9999994446983477,0.9714831140824542,10.0,1.0,14.0,2.0,1.0,13.0,3.0,1.9999994446983478,1.0,RegNetY_400MF
5,69.19,81.62,0.66,5,0.0175672880288964,0.6434814889215659,0.37819214864448325,0.6013395804663078,0.4808094705227044,0.4998692762585685,0.6722530589257238,22.0,12.0,16.0,9.0,10.0,22.0,6.0,0.9806787467812729,22.0,RegNetY_400MF
16,87.84,81.47,0.58,16,0.18339669184966745,0.8615078065331829,0.3919612656338256,0.22122520047148297,0.21902489404893333,0.9999996379027706,0.21308140818721188,18.0,2.0,15.0,20.0,19.0,9.0,20.0,1.219024531951704,18.0,RegNetY_400MF
4,67.6,81.0,0.67,4,0.18248411532565223,0.0,0.14370827136580328,0.0,0.0,0.9999988655226434,0.0,19.0,20.0,21.0,23.0,23.0,19.0,23.0,0.9999988655226434,21.0,RegNetY_400MF
19,93.28,80.74,0.63,19,0.1870274721722378,0.7089911561427016,0.5943173337641131,0.6382880060568428,0.6233452077253214,0.999999284495691,0.6624358681061007,17.0,8.0,11.0,7.0,6.0,17.0,8.0,1.6233444922210123,6.0,RegNetY_400MF
15,96.24,80.58,0.66,15,1.0,0.722013664401473,0.33999897230128434,0.9434384281033013,0.9446353740042974,0.9999999338425735,0.9855644749815142,1.0,5.0,17.0,3.0,2.0,3.0,2.0,1.944635307846871,2.0,RegNetY_400MF
2,73.63,80.15,0.62,2,0.5216202705715958,0.6434814889215659,0.7337589253701307,0.46416991914695105,0.47236509397358195,0.9997256167039795,0.5248830115253864,4.0,12.0,4.0,13.0,12.0,20.0,11.0,1.4720907106775614,11.0,RegNetY_400MF
1,69.62,80.03,0.65,1,0.3361556252793534,0.6434814889215659,0.6696284039457568,0.07611154810262777,0.039135938826731276,0.9996653653521921,0.06695462737291002,9.0,12.0,9.0,22.0,22.0,21.0,22.0,1.0388013041789232,20.0,RegNetY_400MF
6,96.39,79.5,0.75,6,0.2178146831170129,0.7120816130595102,0.0,0.6167233715800995,0.4978533311090325,0.9999993995891876,0.6451445931110107,15.0,6.0,23.0,8.0,9.0,14.0,9.0,1.4978527306982201,9.0,RegNetY_400MF
10,98.47,79.22,0.75,10,0.16378550654451107,0.6182245968212072,0.8257979705463416,1.0,0.8851974972867904,0.9999993084488719,1.0,20.0,15.0,3.0,1.0,3.0,16.0,1.0,1.8851968057356623,3.0,RegNetY_400MF
22,74.97,78.78,0.73,22,0.22216710124634753,0.2928272331386381,0.6749570306260784,0.3953842309648601,0.2516101969193434,0.999999957434493,0.4641249781842567,14.0,19.0,8.0,15.0,18.0,2.0,15.0,1.2516101543538363,17.0,RegNetY_400MF
7,98.78,78.2,0.81,7,0.13129703940248527,0.6317796077563855,0.7202674562544849,0.280859178872924,0.2976462712034904,0.99999938701672,0.2844378099024798,21.0,13.0,6.0,18.0,15.0,15.0,19.0,1.2976456582202105,14.0,RegNetY_400MF
3,86.05,78.09,0.8,3,0.0,0.6434814889215659,0.04993054888355397,0.2744020248122796,0.19550306997237743,0.0,0.3132600097160818,23.0,12.0,22.0,19.0,20.0,23.0,17.0,0.19550306997237743,23.0,RegNetY_400MF
21,80.63,76.88,0.69,21,0.6932637788101346,0.7818915025542879,0.7244276281380422,0.5084147252779134,0.518398434742078,0.9999999003615947,0.5274101585459561,2.0,4.0,5.0,10.0,8.0,4.0,10.0,1.5183983351036727,8.0,RegNetY_400MF
18,82.12,76.88,0.69,18,0.27300464177728845,0.8033836820637816,0.6904184787149427,0.9214482143216443,0.862286887309802,0.9999992451863081,0.928840845262231,13.0,3.0,7.0,4.0,4.0,18.0,4.0,1.8622861324961102,4.0,RegNetY_400MF
0,99.14,76.75,0.89,0,0.660840000423383,0.6316131391857738,0.2219707993137023,0.3308019280450445,0.2742554996772889,1.0,0.33323733696415436,3.0,14.0,19.0,16.0,16.0,1.0,16.0,1.274255499677289,15.0,RegNetY_400MF
9,90.09,76.12,0.75,9,0.4675576182761789,0.6755737717419805,0.16633337808836218,0.4899295162059385,0.47532291410887706,0.9999996560281808,0.512495503720356,5.0,10.0,20.0,12.0,11.0,7.0,12.0,1.4753225701370578,10.0,RegNetY_400MF
