,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
8,69.28,71.6,0.66,14,0.04710057332287931,0.03894500695999881,0.19197314539320726,0.12789657917284503,0.15664886236080078,0.0554777945284286,0.2382167659354386,14.0,13.0,13.0,14.0,14.0,14.0,14.0,0.21212665688922938,15.0,RegNetY_400MF
7,69.39,70.69,0.67,13,0.0,0.002593968532764279,0.7033581755627303,0.7073112679116886,0.6658973913077028,0.39381275013712624,0.7137103608890021,15.0,14.0,3.0,5.0,4.0,11.0,4.0,1.0597101414448291,7.0,RegNetY_400MF
6,70.63,70.38,0.67,12,0.422678461702894,0.11746782927583155,0.21680362184896879,0.5464241924751483,0.3011233496384066,0.4635393372277754,0.4667183260748078,8.0,10.0,12.0,9.0,10.0,10.0,10.0,0.764662686866182,11.0,RegNetY_400MF
2,72.69,70.21,0.68,8,0.36184000012480366,0.21235219110056391,1.0,0.3706553986423877,0.26965103983080707,0.5317431700677631,0.36180109732066734,9.0,8.0,1.0,11.0,12.0,9.0,12.0,0.8013942098985701,10.0,RegNetY_400MF
3,71.23,69.94,0.7,9,0.2542706948702276,0.11375086722480177,0.3325813081026863,0.6794244840836905,0.42276072109781315,0.22642292109152606,0.662141234208447,11.0,11.0,9.0,7.0,9.0,12.0,7.0,0.6491836421893392,13.0,RegNetY_400MF
5,68.04,68.9,0.71,11,0.08864311326878127,0.0,0.0,0.5198308445276112,0.46317514500160717,0.0,0.50558761314602,13.0,15.0,15.0,10.0,7.0,15.0,9.0,0.46317514500160717,14.0,RegNetY_400MF
12,69.37,67.57,0.75,18,0.68306962182786,0.7353424831895836,0.6525621917236928,0.6816891227762034,0.6342374936946337,0.867343275480458,0.6828374423648276,5.0,3.0,4.0,6.0,5.0,4.0,6.0,1.5015807691750918,3.0,RegNetY_400MF
15,67.97,67.0,0.75,21,0.717477543691837,0.6907224573019803,0.7793978145006386,0.7285246071447471,0.627071033218383,0.8525880733858138,0.688260343816451,4.0,4.0,2.0,4.0,6.0,5.0,5.0,1.4796591066041969,4.0,RegNetY_400MF
14,65.59,65.75,0.78,20,0.7743896718878478,0.6774089796841807,0.3163112477799411,1.0,0.7652496621903734,0.9024516118632953,1.0,3.0,7.0,10.0,1.0,3.0,3.0,1.0,1.6677012740536687,2.0,RegNetY_400MF
1,58.96,58.16,0.95,1,0.09696524188953681,0.1635350138196614,0.5026620819437232,0.28487812676977686,0.18788177264780548,0.5421333835012838,0.28487149258196,12.0,9.0,6.0,13.0,13.0,8.0,13.0,0.7300151561490893,12.0,RegNetY_400MF
13,70.24,55.08,1.1,19,0.6194399474495129,0.6889184506224666,0.6232447813599199,0.5682088142340995,0.4472120841822783,0.8350155455827597,0.6020387276283321,6.0,5.0,5.0,8.0,8.0,6.0,8.0,1.2822276297650381,5.0,RegNetY_400MF
4,73.34,55.0,1.11,10,0.3558628653425564,0.10175472924110807,0.4716276336980201,0.7295906108804888,0.8831487816576239,0.16188586869879273,0.9063272677704317,10.0,12.0,7.0,3.0,2.0,13.0,2.0,1.0450346503564165,8.0,RegNetY_400MF
9,78.63,54.66,1.18,15,0.6143384776389365,0.6864266110567172,0.30475522535604643,0.3657786679907269,0.272811921912396,0.8248623246085742,0.4091211300269082,7.0,6.0,11.0,12.0,11.0,7.0,11.0,1.0976742465209703,6.0,RegNetY_400MF
10,69.09,54.4,1.13,16,0.9448741629420141,0.8870170430803768,0.10791496856226773,0.0,0.0,0.9594012270574481,0.0,2.0,2.0,14.0,15.0,15.0,2.0,15.0,0.9594012270574481,9.0,RegNetY_400MF
11,70.36,53.29,1.12,17,1.0,1.0,0.37635940859460476,0.8436640444415922,0.9999999999999999,1.0,0.8236014596195749,1.0,1.0,8.0,2.0,1.0,1.0,3.0,2.0,1.0,RegNetY_400MF
0,64.24,51.81,1.13,0,0.3558628653425564,0.10175472924110807,0.4716276336980201,0.7295906108804888,0.8831487816576239,0.16188586869879273,0.9063272677704317,10.0,12.0,7.0,3.0,2.0,13.0,2.0,1.0450346503564165,8.0,RegNetY_400MF
