,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
9,94.9,89.91,0.37,9,0.5809935114681477,0.403460436094349,0.0,0.5185790439187965,0.38960471937059105,0.7426176918106648,0.5484761547873762,14.0,14.0,23.0,7.0,8.0,8.0,7.0,1.1322224111812558,8.0,RegNetY_400MF
13,94.05,89.11,0.39,13,0.5971879757760488,0.6954687312852457,0.433697069516974,0.16985406002865,0.1513719202348338,0.6078774253253414,0.15462653670565762,12.0,11.0,12.0,18.0,18.0,10.0,18.0,0.7592493455601752,12.0,RegNetY_400MF
8,95.07,89.07,0.4,8,0.40102727937388183,0.360517891801976,0.2646393666262692,0.24631313888492024,0.1513848362297292,0.4873308315242184,0.18613412336088064,20.0,16.0,19.0,15.0,17.0,18.0,16.0,0.6387156677539476,17.0,RegNetY_400MF
14,95.0,88.92,0.4,14,0.6395066150277047,0.8046628813060437,0.5171409298902724,0.4335266327719203,0.31202556142361626,0.3071471213827408,0.42302788601146224,9.0,3.0,10.0,9.0,11.0,22.0,9.0,0.6191726828063571,19.0,RegNetY_400MF
5,81.04,88.45,0.4,5,0.718634470259707,0.26809198157629055,0.5583633260736074,0.005433558506940717,0.033206640179947566,0.5920944329436679,0.02490712273901252,6.0,20.0,8.0,22.0,22.0,11.0,22.0,0.6253010731236155,18.0,RegNetY_400MF
4,81.56,88.3,0.41,4,0.0,0.1684456494185156,0.16939812503760102,0.3627152052900966,0.2432405695417975,0.4167931944945167,0.4152063513809363,23.0,22.0,20.0,11.0,13.0,19.0,10.0,0.6600337640363142,15.0,RegNetY_400MF
11,95.6,87.65,0.46,11,0.7705681332373548,0.7313672392932631,0.5809465898007187,0.42247080939656145,0.3653159517846867,0.6452446643222629,0.3722252666443704,4.0,7.0,7.0,10.0,9.0,9.0,12.0,1.0105606161069496,10.0,RegNetY_400MF
12,96.01,86.73,0.48,12,0.522925539864247,0.7755827968621389,0.7537269509100166,0.4642502285843313,0.3643893965805046,0.5844045873121786,0.4453360571957381,16.0,4.0,4.0,8.0,10.0,12.0,8.0,0.9487939838926832,11.0,RegNetY_400MF
1,84.17,86.47,0.46,1,0.4926599894240362,0.23244568392237852,0.4427685117897119,0.21264019521658994,0.22212215249551615,0.8316555525203739,0.1720096275373355,17.0,21.0,11.0,17.0,14.0,4.0,17.0,1.05377770501589,9.0,RegNetY_400MF
2,85.63,85.66,0.48,2,0.37523551321514104,0.2954532948666042,0.07129291264076831,0.05964799352813355,0.0,0.7450494966192309,0.08140124454186592,21.0,19.0,22.0,20.0,23.0,7.0,20.0,0.7450494966192309,13.0,RegNetY_400MF
22,75.08,83.88,0.54,22,0.09920754386373964,0.0,0.3354215288764559,0.0,0.11354054065302221,0.3310063735021913,0.0,22.0,23.0,14.0,23.0,20.0,21.0,23.0,0.4445469141552135,22.0,RegNetY_400MF
10,98.36,82.27,0.66,10,0.6298832509662451,0.3624562820602364,0.28789649769212977,0.2900138934706047,0.16988470274053014,0.4039983674525729,0.2438046568913852,10.0,15.0,18.0,14.0,15.0,20.0,13.0,0.573883070193103,21.0,RegNetY_400MF
3,89.0,82.19,0.63,3,0.6786929129562354,0.33765229847941214,0.3351108200365708,0.10322816221018316,0.15832541351633989,0.5575458125885007,0.09120456367834251,8.0,17.0,15.0,19.0,16.0,14.0,19.0,0.7158712261048406,14.0,RegNetY_400MF
6,86.22,80.91,0.61,6,0.7507290815191934,0.5097957821217989,0.5405689697250854,0.057221889768687806,0.10351739375505908,0.5022429267029338,0.033056380459644874,5.0,13.0,9.0,21.0,21.0,16.0,21.0,0.6057603204579929,20.0,RegNetY_400MF
7,93.72,80.28,0.69,7,0.5832504878018043,0.6044746675092512,0.3492053557109456,0.30993299231733795,0.27121914984721096,0.0,0.23418484253845673,13.0,12.0,13.0,13.0,12.0,23.0,14.0,0.27121914984721096,23.0,RegNetY_400MF
