,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
7,57.36,59.26,0.9,13,0.6665709047477613,0.6123070793395868,0.4287426566714717,0.4689295944862877,0.3972581256350216,0.5507442419852744,0.47981769809784836,4.0,8.0,12.0,10.0,10.0,6.0,9.0,0.948002367620296,10.0,RegNetY_400MF
8,58.36,58.88,0.9,14,0.3749753732711767,0.5679914324084621,0.8081866450917514,0.4545407473143155,0.35729955206913266,0.40515332912845636,0.44116263119087784,12.0,10.0,3.0,11.0,11.0,11.0,10.0,0.762452881197589,12.0,RegNetY_400MF
5,61.45,58.32,0.91,11,0.9999999999999991,0.0,0.0,0.6124584411020344,0.7193391698710254,0.3593589536352546,0.6193633916449779,1.0,16.0,16.0,5.0,3.0,14.0,5.0,1.07869812350628,7.0,RegNetY_400MF
6,64.13,57.84,0.92,12,0.48814147644012706,0.467116399820668,0.552831620542176,0.5122585538641242,0.6139271323517201,0.38448858552731124,0.571768868070599,8.0,13.0,10.0,8.0,6.0,13.0,6.0,0.9984157178790314,9.0,RegNetY_400MF
2,72.06,57.44,0.94,8,0.9273336861235348,0.5711627590796411,0.6850474869602352,0.6942717364097664,0.698535974117537,0.4805327591903321,0.7395578897787796,2.0,9.0,6.0,3.0,4.0,9.0,3.0,1.179068733307869,5.0,RegNetY_400MF
3,63.54,56.51,0.94,9,0.23390060853568428,0.8564553759607065,0.7276887124909983,0.6155425601039635,0.6849194796332614,0.5209683378917944,0.6446897877363398,14.0,2.0,4.0,4.0,5.0,7.0,4.0,1.2058878175250558,3.0,RegNetY_400MF
14,55.11,56.34,0.94,20,0.1886548562646091,0.6953706988474551,0.6749755984497814,0.46900969096613854,0.4094432341605033,0.1546081158971333,0.4369519139746423,15.0,4.0,7.0,9.0,9.0,15.0,11.0,0.5640513500576366,15.0,RegNetY_400MF
12,57.55,56.15,0.94,18,0.8027246879863732,0.6559131083227498,0.5513052330652591,0.0,0.03799196532498772,0.5029362658109342,0.0,3.0,7.0,11.0,16.0,15.0,8.0,16.0,0.5409282311359219,16.0,RegNetY_400MF
1,57.89,55.73,0.93,1,0.0,0.5107995415967821,0.12776063208853206,0.9999999999999998,1.0,0.0,1.0,16.0,11.0,15.0,1.0,1.0,16.0,1.0,1.0,8.0,RegNetY_400MF
15,57.7,55.69,0.94,21,0.45433251864017876,0.7677920106369243,1.0,0.2944171641092932,0.22884107135039,0.4727774173334467,0.2936712832897175,9.0,3.0,1.0,12.0,12.0,10.0,12.0,0.7016184886838367,14.0,RegNetY_400MF
9,57.93,52.42,0.98,15,0.6180683977445893,0.6674496522689992,0.42499142213485386,0.539339861398705,0.4947317472323247,0.7651130564755135,0.5103646530338841,5.0,6.0,13.0,7.0,7.0,2.0,8.0,1.2598448037078382,2.0,RegNetY_400MF
13,56.63,52.37,0.98,19,0.5242014575959999,0.43356292979007094,0.7148068773006698,0.5425325960816438,0.45761619858117486,0.7295214368382545,0.5539888903128414,7.0,14.0,5.0,6.0,8.0,3.0,7.0,1.1871376354194294,4.0,RegNetY_400MF
10,54.33,51.56,0.98,16,0.25964408103501935,0.6754817694652502,0.40966286206597646,0.1367707061283414,0.0,0.7236503311305427,0.10521965365560604,13.0,5.0,14.0,15.0,16.0,4.0,15.0,0.7236503311305427,13.0,RegNetY_400MF
11,52.01,49.86,1.0,17,0.398599144418629,1.0,0.6003493871471409,0.1424701976876186,0.1777335332188974,0.6701245055607856,0.16739407342544355,11.0,1.0,8.0,14.0,13.0,5.0,14.0,0.847858038779683,11.0,RegNetY_400MF
0,89.03,49.56,1.3,0,0.4266724276764986,0.33368974584431044,0.5567483089159534,0.8769018236613293,0.9444734811943012,0.39130363118451683,0.8516377649325628,10.0,15.0,9.0,2.0,2.0,12.0,2.0,1.335777112378818,1.0,RegNetY_400MF
4,79.8,48.94,1.2,10,0.6072130449016013,0.5039496956607081,0.8906050001182032,0.20781618262401924,0.16482768928362768,1.0,0.17423936724425682,6.0,12.0,2.0,13.0,14.0,1.0,13.0,1.1648276892836278,6.0,RegNetY_400MF
