,name,fisher,jacob_cov,aug,batch
0,satisfied_spoonbill,0.10988646000623703,-12812224.538001258,0,0
1,talented_dog,0.05172348767518997,-12810059.127231713,0,0
2,wise_bull,0.03967038914561272,-12812363.941262424,0,0
3,athletic_malamute,0.008864848874509335,-12810965.582135173,0,0
4,grumpy_jackdaw,0.004224127624183893,-12812417.573542703,0,0
5,logical_bumblebee,1.049996256828308,-12811717.809888862,0,0
6,heavy_bustard,0.016612287610769272,-12812119.84843837,0,0
7,free_snail,34.62651062011719,-12811661.753649903,0,0
8,crazy_frog,0.16465339064598083,-12810398.117801348,0,0
9,stalwart_slug,0.0069780112244188786,-12810658.893840902,0,0
10,dancing_newt,1.0386465787887573,-12810215.22315601,0,0
11,acoustic_salamander,1.213061809539795,-12811362.66084073,0,0
12,super_galago,11.418498039245605,-12809612.265152236,0,0
13,unselfish_caracara,11.453853607177734,-12811309.867094995,0,0
14,abstract_beetle,0.4200975298881531,-12810524.009388814,0,0
15,vigilant_porcupine,0.0008237010333687067,-12809834.250964256,0,0
16,important_seahorse,0.0028374050743877888,-12812993.705439297,0,0
17,chirpy_piculet,0.0009323560516349971,-12808923.197678454,0,0
18,amphibian_trout,1.1046634912490845,-12809328.49679627,0,0
19,fair_agouti,0.06056198477745056,-12809837.690228451,0,0
0,satisfied_spoonbill,0.09085626900196075,-12811690.178928912,8,0
1,talented_dog,0.07160662859678268,-12812654.797829177,8,0
2,wise_bull,0.03590622544288635,-12809428.133224508,8,0
3,athletic_malamute,0.006466652266681194,-12812669.930680111,8,0
4,grumpy_jackdaw,0.004218947608023882,-12811026.375247428,8,0
5,logical_bumblebee,1.757489562034607,-12810899.792276366,8,0
6,heavy_bustard,0.0158243328332901,-12812738.253306696,8,0
7,free_snail,32.43584442138672,-12809545.17022939,8,0
8,crazy_frog,0.17365483939647675,-12810648.121353094,8,0
9,stalwart_slug,0.0070313927717506886,-12810562.049562061,8,0
10,dancing_newt,0.912548840045929,-12810543.235417193,8,0
11,acoustic_salamander,1.2719345092773438,-12809581.106662618,8,0
12,super_galago,10.960370063781738,-12811262.175199708,8,0
13,unselfish_caracara,7.696231842041016,-12809708.52893342,8,0
14,abstract_beetle,0.35383036732673645,-12811404.028984983,8,0
15,vigilant_porcupine,0.0008859806694090366,-12811411.989147255,8,0
16,important_seahorse,0.0034191138111054897,-12810591.796060864,8,0
17,chirpy_piculet,0.0009975041029974818,-12810441.64495861,8,0
18,amphibian_trout,0.832442045211792,-12811759.846175153,8,0
19,fair_agouti,0.04922816902399063,-12812306.383630896,8,0
0,satisfied_spoonbill,0.08042513579130173,-12812959.677702362,9,0
1,talented_dog,0.06555662304162979,-12810992.318237703,9,0
2,wise_bull,0.03445832058787346,-12811924.313971167,9,0
3,athletic_malamute,0.008711953647434711,-12810940.141775602,9,0
4,grumpy_jackdaw,0.005040167365223169,-12810349.972292406,9,0
5,logical_bumblebee,1.7262966632843018,-12809412.728481121,9,0
6,heavy_bustard,0.015339807607233524,-12809804.105422065,9,0
7,free_snail,48.79886245727539,-12811081.979520833,9,0
8,crazy_frog,0.1941794902086258,-12811718.773864303,9,0
9,stalwart_slug,0.00792391411960125,-12809488.48600768,9,0
10,dancing_newt,0.9984795451164246,-12811879.418057412,9,0
11,acoustic_salamander,1.7282650470733643,-12811562.814764183,9,0
12,super_galago,8.694446563720703,-12809807.364055172,9,0
13,unselfish_caracara,10.469406127929688,-12809357.490885302,9,0
14,abstract_beetle,0.49382445216178894,-12811132.840746146,9,0
15,vigilant_porcupine,0.0006283933762460947,-12811150.508848539,9,0
16,important_seahorse,0.003930981736630201,-12810017.383095173,9,0
17,chirpy_piculet,0.0010761483572423458,-12809192.222135184,9,0
18,amphibian_trout,0.8692074418067932,-12810934.77406766,9,0
19,fair_agouti,0.06768480688333511,-12811023.547706177,9,0
0,satisfied_spoonbill,0.09442099183797836,-12812897.110375278,10,0
1,talented_dog,0.0688844621181488,-12811711.760965912,10,0
2,wise_bull,0.03351730480790138,-12811318.255798118,10,0
3,athletic_malamute,0.008184562437236309,-12811000.030554855,10,0
4,grumpy_jackdaw,0.004678752273321152,-12811270.594756953,10,0
5,logical_bumblebee,1.425562858581543,-12811767.472692028,10,0
6,heavy_bustard,0.014950492419302464,-12810398.08971194,10,0
7,free_snail,23.07036781311035,-12810067.313687883,10,0
8,crazy_frog,0.17585338652133942,-12810528.761151025,10,0
9,stalwart_slug,0.007207687012851238,-12811859.787193997,10,0
10,dancing_newt,0.7246091961860657,-12813761.146339681,10,0
11,acoustic_salamander,1.6548707485198975,-12811345.781532299,10,0
12,super_galago,11.605311393737793,-12809306.29944051,10,0
13,unselfish_caracara,11.915000915527344,-12811383.83756558,10,0
14,abstract_beetle,0.5690125823020935,-12811074.398231288,10,0
15,vigilant_porcupine,0.0008132846560329199,-12812983.806320643,10,0
16,important_seahorse,0.0026098296511918306,-12812513.902942475,10,0
17,chirpy_piculet,0.0010631453478708863,-12810976.761235341,10,0
18,amphibian_trout,1.2443045377731323,-12810637.314742137,10,0
19,fair_agouti,0.07190157473087311,-12811026.45508423,10,0
0,satisfied_spoonbill,0.08768859505653381,-12812951.795396075,11,0
1,talented_dog,0.06767550855875015,-12813359.147736384,11,0
2,wise_bull,0.03643070533871651,-12811329.017402958,11,0
3,athletic_malamute,0.007950584404170513,-12810855.094906433,11,0
4,grumpy_jackdaw,0.0040791891515254974,-12814631.89565191,11,0
5,logical_bumblebee,1.7083404064178467,-12813777.377775712,11,0
6,heavy_bustard,0.015381604433059692,-12811069.977355387,11,0
7,free_snail,36.452762603759766,-12810601.056287972,11,0
8,crazy_frog,0.2122761756181717,-12810891.573723469,11,0
9,stalwart_slug,0.0066829863935709,-12810575.716819115,11,0
10,dancing_newt,0.8130679130554199,-12814000.257187612,11,0
11,acoustic_salamander,2.161020278930664,-12811014.01778826,11,0
12,super_galago,8.160472869873047,-12809262.39409036,11,0
13,unselfish_caracara,10.305212020874023,-12811980.859703701,11,0
14,abstract_beetle,0.4610283672809601,-12813157.546369726,11,0
15,vigilant_porcupine,0.0006976583390496671,-12811797.69873452,11,0
16,important_seahorse,0.0028302613645792007,-12810511.942184458,11,0
