,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
17,79.54,82.47,0.54,17,0.8737944754619535,1.0000000000000002,0.3846260849225817,0.15747073646772325,0.2382285953009149,0.999659090456601,0.14707180018679544,3.0,1.0,20.0,19.0,18.0,2.0,20.0,1.2378876857575158,15.0,RegNetY_400MF
5,69.19,81.62,0.66,5,0.40516780406099473,0.0,0.7487203787163013,0.6436029368122065,0.5961822466056153,0.5627401638321486,0.7097326637833445,18.0,21.0,7.0,6.0,8.0,20.0,4.0,1.1589224104377638,18.0,RegNetY_400MF
16,87.84,81.47,0.58,16,0.6448067664651678,0.9946861611836268,0.5047925741161707,0.753499436137127,0.8659953349622145,0.9990667987686286,0.7693696247184834,9.0,2.0,16.0,2.0,2.0,5.0,3.0,1.865062133730843,2.0,RegNetY_400MF
4,67.6,81.0,0.67,4,1.0,0.9406991297247471,0.6482176183304011,0.4144190426029084,0.4847405947678336,0.4398335079776019,0.4432549554610383,1.0,20.0,9.0,14.0,11.0,21.0,12.0,0.9245741027454355,21.0,RegNetY_400MF
19,93.28,80.74,0.63,19,0.6221212026670964,0.9906612571689941,0.0,0.6225625248148643,0.7530596727521985,0.9986359487664274,0.633256440946818,10.0,6.0,23.0,7.0,5.0,15.0,7.0,1.751695621518626,5.0,RegNetY_400MF
15,96.24,80.58,0.66,15,0.41907828648836,0.9913785148278123,0.9390503192181368,0.38086012570367567,0.36763524178435913,0.9985962195223558,0.3924025085927667,17.0,5.0,3.0,15.0,15.0,17.0,15.0,1.366231461306715,12.0,RegNetY_400MF
2,73.63,80.15,0.62,2,0.8728188293167443,0.9904303670825836,0.6288729104652508,0.41902156969973214,0.40633932796993855,0.9986310224470417,0.4414880811109385,4.0,8.0,10.0,13.0,14.0,16.0,13.0,1.4049703504169804,11.0,RegNetY_400MF
1,69.62,80.03,0.65,1,0.7352674172841773,0.9406991297247471,0.5902278412964934,0.12288292109204413,0.19241278930488281,0.3224464889376949,0.16003855433206926,8.0,20.0,12.0,21.0,19.0,22.0,19.0,0.5148592782425777,22.0,RegNetY_400MF
6,96.39,79.5,0.75,6,0.06727719792229792,0.9893198321581134,0.9353378784946726,0.23461852962311358,0.2660263097530937,0.9989139150173412,0.254003725666633,22.0,10.0,4.0,17.0,17.0,8.0,17.0,1.2649402247704349,14.0,RegNetY_400MF
10,98.47,79.22,0.75,10,0.4887751598175627,0.9892384561638556,0.5397872249684812,0.5734053226119671,0.6645711474911813,0.9987074594251896,0.6034644260304916,14.0,11.0,15.0,8.0,6.0,13.0,9.0,1.663278606916371,6.0,RegNetY_400MF
