,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
12,90.35,87.37,0.49,12,0.693098057348241,0.5452964535566167,0.4840023402945123,0.7528031192868045,0.7899093097168952,0.6842049095220233,0.7283794140107105,4.0,7.0,6.0,4.0,4.0,8.0,4.0,1.4741142192389185,5.0,RegNetY_400MF
11,85.11,86.27,0.51,11,0.6292390293368844,0.6327438960868363,0.3565200817355204,0.8651779654108025,0.9458769607792505,0.5929137615661091,0.850477828084399,5.0,5.0,12.0,2.0,3.0,10.0,2.0,1.5387907223453596,2.0,RegNetY_400MF
1,77.75,84.51,0.57,1,0.069198272201346,0.2670976250585966,0.2797474089565362,0.10253036817156946,0.1039834388477815,0.5396155492322379,0.14425356282022284,19.0,15.0,17.0,19.0,20.0,13.0,18.0,0.6435989880800194,18.0,RegNetY_400MF
2,81.37,84.39,0.58,2,0.17680501602543197,0.32346712158714297,0.25766764815760745,0.26341682782455855,0.18389627997013736,0.6658610520275374,0.3407859047190107,16.0,14.0,18.0,13.0,18.0,9.0,10.0,0.8497573319976748,15.0,RegNetY_400MF
5,69.21,82.67,0.64,5,0.13784588505805484,0.3253769611347934,1.0,0.11533438160674647,0.06540355296517197,0.5341685388785606,0.14762738106370543,17.0,13.0,1.0,18.0,22.0,15.0,17.0,0.5995720918437326,21.0,RegNetY_400MF
22,77.39,82.58,0.63,22,0.0,0.5044918157416589,0.7673180095395078,0.06068063817329783,0.1045013830480257,0.5236474245016183,0.12118973236011055,23.0,9.0,3.0,20.0,19.0,17.0,20.0,0.628148807549644,19.0,RegNetY_400MF
4,69.89,82.56,0.64,4,0.20022224889766327,0.0,0.7088255994841619,0.4143715463817954,0.25264094927472736,0.7668541131485114,0.49512111803020264,14.0,23.0,4.0,9.0,15.0,4.0,8.0,1.0194950624232386,12.0,RegNetY_400MF
8,89.07,82.17,0.65,8,0.042553642536270475,0.11727967783605209,0.44785035889074265,0.1764083016177631,0.28514890487563616,0.0,0.16246809185836986,20.0,19.0,8.0,16.0,14.0,23.0,16.0,0.28514890487563616,23.0,RegNetY_400MF
9,84.53,81.94,0.65,9,0.025651445518187543,0.1693992698564415,0.4330398896759779,0.13456598300974631,0.25144426816404797,0.39711743083529427,0.12997120190536915,22.0,18.0,9.0,17.0,16.0,21.0,19.0,0.6485616989993422,17.0,RegNetY_400MF
6,95.22,80.94,0.75,6,0.7014157078176357,0.25520375612768476,0.6155595614738002,0.25874693473266763,0.32608729681152315,0.7344001209856827,0.2632183472461871,3.0,16.0,5.0,14.0,13.0,6.0,14.0,1.060487417797206,10.0,RegNetY_400MF
