,train_acc,test_acc,test_loss,aug,epe_nas,nwot,plain,snip,fisher,jacob_cov,grad_norm,rank_epe_nas,rank_nwot,rank_plain,rank_snip,rank_fisher,rank_jacob_cov,rank_grad_norm,fisher_jacob,rank_fisher_jacob,model
11,87.15,92.47,0.31,11,0.6425346066611235,0.616606966503511,0.9999999999999999,0.9787664037862123,0.8771624917347981,0.8413295631471698,0.951613483545579,6.0,5.0,1.0,2.0,2.0,4.0,2.0,1.7184920548819678,2.0,RegNetY_400MF
12,91.27,92.17,0.32,12,1.0,0.5380584793359731,0.543697533883131,0.504723157263228,0.44186680464897277,0.6598919481871093,0.4597749073872224,1.0,6.0,8.0,14.0,14.0,9.0,16.0,1.1017587528360822,12.0,RegNetY_400MF
2,84.23,92.04,0.33,2,0.5922499894959383,0.3810868599012167,0.3914872580440864,0.11992454156059784,0.11891055843770615,0.3832022257170422,0.20143044499989782,7.0,12.0,10.0,22.0,20.0,17.0,21.0,0.5021127841547484,22.0,RegNetY_400MF
1,81.73,91.92,0.32,1,0.6648194413548087,0.2567556586888742,0.5816416775085556,0.4513845143323798,0.23011712516109972,0.0,0.48040757382390065,5.0,16.0,6.0,17.0,18.0,23.0,15.0,0.23011712516109972,23.0,RegNetY_400MF
5,73.51,90.89,0.35,5,0.3896032215956553,0.40812188370539104,0.31208519775667254,0.22148249599517555,0.10946265357448648,0.9069491907362277,0.2213628452564127,15.0,11.0,14.0,20.0,21.0,2.0,20.0,1.0164118443107142,14.0,RegNetY_400MF
4,73.59,90.83,0.35,4,0.5778618336711778,0.2565190944795148,0.19436908868822758,0.45366993900368424,0.3270213299522925,0.8479896884783926,0.48621796296335495,9.0,17.0,18.0,16.0,17.0,3.0,14.0,1.175011018430685,8.0,RegNetY_400MF
22,81.31,90.12,0.36,22,0.5904611417082601,0.43715343601907364,0.3357662929084014,0.0,0.0,0.7688088073913377,0.0,8.0,10.0,12.0,23.0,23.0,6.0,23.0,0.7688088073913377,20.0,RegNetY_400MF
14,82.23,89.49,0.4,14,0.20267837561135238,0.6172731826742535,0.32536394097498594,0.8893491945161212,0.7743659182041095,0.4510970151415563,0.853912594420587,21.0,4.0,13.0,4.0,6.0,15.0,3.0,1.225462933345666,5.0,RegNetY_400MF
9,85.65,89.24,0.4,9,0.4117021083846568,0.11460086676700598,0.7612311553769153,0.6752924070317285,0.6523147388922416,0.5729076640361797,0.6403662605179259,14.0,21.0,2.0,11.0,11.0,12.0,11.0,1.2252224029284213,6.0,RegNetY_400MF
8,91.43,88.8,0.4,8,0.7113243388373989,0.14078983282882973,0.08087899603416238,0.5582626458036843,0.4997548178053661,0.3224163858167799,0.5150610845730499,4.0,19.0,20.0,12.0,13.0,21.0,12.0,0.822171203622146,18.0,RegNetY_400MF
6,96.04,87.91,0.46,6,0.9183619588092187,0.27009433628553836,0.6954634793708295,0.408264945609893,0.3395865277106498,0.5591844058443911,0.38950108680238826,2.0,15.0,4.0,18.0,16.0,13.0,18.0,0.8987709335550409,17.0,RegNetY_400MF
3,90.32,87.78,0.46,3,0.3142484966153689,0.1150260637273135,0.6407112405822737,0.17472067892758858,0.01712229645320451,0.720883432941875,0.19713332500858916,18.0,20.0,5.0,21.0,22.0,7.0,22.0,0.7380057293950795,21.0,RegNetY_400MF
